motherboard_brand,motherboard_chipset,cpu_brand,cpu_model,ram_brand,ram_size_gb,ram_type,ram_speed_mhz,gpu_brand,gpu_model,cooler_brand,cooler_type,cabinet_brand,cabinet_type,psu_brand,psu_wattage,storage_type,storage_capacity_gb,total_price
gigabyte,a520,amd,amd_ryzen_5_7600x,adata,8_gb,ddr4,2666_mhz,amd,radeon_rx_6500_xt,noctua,air,corsair,mini-itx,corsair_(budget),450_wattage,ssd_nvme,2000_gb,69338.0
biostar,h610,intel,intel_core_i5-13600k,patriot,64_gb,ddr5,3200_mhz,nvidia,gtx_1650,be_quiet!,stock,cooler_master,mid_tower,antec,450_wattage,ssd_nvme,512_gb,103166.0
biostar,z690,intel,intel_pentium_gold_g7400,g_skill,16_gb,ddr5,3200_mhz,nvidia,gtx_1650,be_quiet!,aio_240mm,antec,full_tower,antec,550_wattage,ssd_sata,256_gb,64636.0
asus,h670,intel,intel_core_i9-13900k,kingston,16_gb,ddr4,2400_mhz,amd,radeon_rx_6500_xt,corsair,air,fractal_design,mini-itx,cooler_master,550_wattage,ssd_nvme,512_gb,105759.0
asus,b660,intel,intel_core_i3-13100,adata,16_gb,ddr4,3200_mhz,nvidia,rtx_4080,noctua,air,generic,mini-itx,seasonic,1000_wattage,ssd_nvme,256_gb,151898.0
gigabyte,h610,intel,intel_core_i5-13600k,corsair,16_gb,ddr4,3000_mhz,amd,radeon_rx_7800_xt,be_quiet!,aio_120mm,antec,mini-itx,seasonic,1000_wattage,ssd_sata,512_gb,186831.0
asus,b650,amd,amd_ryzen_9_7950x,patriot,16_gb,ddr5,5600_mhz,nvidia,rtx_4090,noctua,air,corsair,microatx,antec,850_wattage,ssd_nvme,1000_gb,326180.70000000007
asrock,x670,amd,amd_athlon_3000g,g_skill,16_gb,ddr4,2666_mhz,amd,radeon_rx_6500_xt,cooler_master,aio_240mm,corsair,microatx,corsair_(budget),650_wattage,ssd_nvme,1000_gb,68794.0
asus,b660,intel,intel_core_i5-13600k,crucial,16_gb,ddr5,3200_mhz,nvidia,rtx_3060,noctua,air,fractal_design,mini-itx,corsair,650_wattage,ssd_sata,2000_gb,114003.0
asrock,x570,amd,amd_ryzen_5_5600x,kingston,16_gb,ddr4,2400_mhz,nvidia,rtx_4070,cooler_master,air,corsair,full_tower,antec,750_wattage,ssd_sata,512_gb,168890.0
intel,b660,intel,intel_pentium_gold_g7400,patriot,16_gb,ddr5,5600_mhz,nvidia,gtx_1650,noctua,air,nzxt,mini-itx,corsair,650_wattage,hdd,2000_gb,57394.0
msi,b550,amd,amd_ryzen_5_5600x,patriot,16_gb,ddr5,5200_mhz,nvidia,rtx_3060,stock_cooler,air,cooler_master,microatx,corsair,850_wattage,ssd_sata,256_gb,103532.0
asrock,z790,intel,intel_core_i5-13600k,patriot,16_gb,ddr5,3600_mhz,nvidia,rtx_4090,noctua,air,cooler_master,mid_tower,antec,850_wattage,ssd_nvme,2000_gb,326180.70000000007
intel,b650,amd,amd_ryzen_5_7600x,adata,8_gb,ddr5,3600_mhz,nvidia,rtx_4090,noctua,aio_360mm,antec,mid_tower,corsair_(budget),1200_wattage,ssd_nvme,256_gb,308936.0
msi,a520,amd,amd_ryzen_7_7700x,g_skill,16_gb,ddr5,3600_mhz,nvidia,rtx_4080,noctua,aio_240mm,generic,mid_tower,corsair,850_wattage,ssd_nvme,256_gb,216809.0
intel,b660,intel,intel_core_i5-13600k,teamgroup,16_gb,ddr5,5200_mhz,amd,radeon_rx_6500_xt,deepcool,air,antec,microatx,evga,650_wattage,ssd_nvme,256_gb,73907.0
biostar,h610,intel,intel_core_i3-13100,adata,64_gb,ddr5,5200_mhz,amd,radeon_rx_7900_xtx,be_quiet!,aio_120mm,nzxt,mid_tower,corsair_(budget),1200_wattage,ssd_nvme,256_gb,326180.70000000007
gigabyte,z790,intel,intel_core_i5-13600k,corsair,32_gb,ddr5,5200_mhz,nvidia,rtx_4090,deepcool,aio_240mm,corsair,mini-itx,cooler_master,1000_wattage,ssd_nvme,256_gb,326180.70000000007
gigabyte,h610,intel,intel_core_i5-13600k,kingston,8_gb,ddr5,3200_mhz,nvidia,rtx_4070,be_quiet!,aio_360mm,thermaltake,mid_tower,antec,750_wattage,ssd_sata,2000_gb,187677.0
gigabyte,b650,amd,amd_athlon_3000g,crucial,8_gb,ddr5,3200_mhz,nvidia,gtx_1650,corsair,air,antec,microatx,evga,650_wattage,ssd_nvme,512_gb,51540.0
msi,h610,intel,intel_core_i9-13900k,adata,16_gb,ddr4,2400_mhz,nvidia,gtx_1650,stock_cooler,aio_120mm,antec,microatx,corsair,550_wattage,ssd_nvme,512_gb,104480.0
gigabyte,z690,intel,intel_core_i3-13100,teamgroup,16_gb,ddr5,5600_mhz,nvidia,rtx_4080,stock_cooler,air,antec,mid_tower,corsair,1000_wattage,ssd_nvme,512_gb,179203.0
asus,z790,intel,intel_core_i9-13900k,teamgroup,8_gb,ddr5,4800_mhz,nvidia,gtx_1650,cooler_master,aio_360mm,thermaltake,mini-itx,corsair_(budget),550_wattage,ssd_sata,256_gb,135325.0
evga,b660,intel,intel_core_i9-13900k,kingston,8_gb,ddr4,2400_mhz,nvidia,rtx_3060,corsair,air,antec,mini-itx,seasonic,650_wattage,ssd_nvme,1000_gb,140113.0
biostar,a520,amd,amd_ryzen_5_7600x,crucial,16_gb,ddr5,5200_mhz,nvidia,rtx_4080,corsair,air,thermaltake,mini-itx,cooler_master,1000_wattage,ssd_nvme,1000_gb,215078.0
intel,b660,intel,intel_core_i7-13700k,kingston,16_gb,ddr5,5600_mhz,nvidia,rtx_4090,corsair,air,thermaltake,full_tower,corsair_(budget),1200_wattage,ssd_sata,2000_gb,326180.70000000007
asus,b660,intel,intel_core_i3-13100,adata,32_gb,ddr5,5600_mhz,nvidia,rtx_4090,noctua,aio_240mm,antec,microatx,seasonic,1000_wattage,ssd_nvme,512_gb,326180.70000000007
biostar,b550,amd,amd_ryzen_7_7700x,g_skill,32_gb,ddr5,3600_mhz,amd,radeon_rx_7600,deepcool,air,corsair,mini-itx,corsair,650_wattage,hdd,2000_gb,142985.0
intel,b550,amd,amd_ryzen_7_7700x,patriot,8_gb,ddr5,3200_mhz,nvidia,rtx_3060,deepcool,aio_360mm,nzxt,full_tower,antec,750_wattage,ssd_nvme,512_gb,140695.0
gigabyte,b550,amd,amd_ryzen_7_7700x,corsair,16_gb,ddr5,3600_mhz,nvidia,gtx_1650,cooler_master,air,thermaltake,mid_tower,cooler_master,650_wattage,ssd_nvme,256_gb,94711.0
gigabyte,z690,intel,intel_pentium_gold_g7400,g_skill,8_gb,ddr5,5600_mhz,nvidia,gtx_1650,cooler_master,air,generic,full_tower,cooler_master,450_wattage,ssd_nvme,512_gb,60718.0
intel,x570,amd,amd_ryzen_5_7600x,g_skill,16_gb,ddr5,5200_mhz,nvidia,rtx_4070,stock_cooler,air,fractal_design,microatx,antec,850_wattage,ssd_nvme,2000_gb,191842.0
asrock,x570,amd,amd_athlon_3000g,crucial,32_gb,ddr5,3200_mhz,nvidia,rtx_4070,deepcool,aio_240mm,corsair,microatx,antec,1000_wattage,ssd_sata,512_gb,198333.0
intel,b550,amd,amd_ryzen_5_5600x,crucial,16_gb,ddr5,4800_mhz,amd,radeon_rx_7900_xtx,be_quiet!,aio_240mm,cooler_master,mid_tower,evga,1000_wattage,ssd_sata,512_gb,317998.0
biostar,b660,intel,intel_core_i3-13100,patriot,8_gb,ddr5,3600_mhz,amd,radeon_rx_7800_xt,cooler_master,aio_240mm,antec,mid_tower,antec,850_wattage,ssd_nvme,256_gb,157431.0
asrock,z690,intel,intel_core_i3-13100,teamgroup,8_gb,ddr4,2400_mhz,nvidia,rtx_4080,cooler_master,aio_360mm,corsair,mid_tower,seasonic,1000_wattage,ssd_nvme,2000_gb,198362.0
asus,b650,amd,amd_ryzen_5_5600x,kingston,8_gb,ddr4,3600_mhz,amd,radeon_rx_6500_xt,stock_cooler,aio_240mm,nzxt,microatx,antec,650_wattage,ssd_nvme,256_gb,66291.0
asus,a520,amd,amd_ryzen_5_5600x,crucial,16_gb,ddr5,5200_mhz,nvidia,rtx_3060,noctua,aio_240mm,fractal_design,mini-itx,seasonic,850_wattage,ssd_nvme,512_gb,102731.0
evga,z790,intel,intel_core_i3-13100,patriot,8_gb,ddr4,4000_mhz,nvidia,rtx_4070,noctua,air,fractal_design,full_tower,cooler_master,1000_wattage,ssd_sata,512_gb,195223.0
intel,b650,amd,amd_ryzen_9_7950x,teamgroup,16_gb,ddr4,2666_mhz,nvidia,rtx_4070,corsair,aio_360mm,cooler_master,mini-itx,corsair_(budget),1000_wattage,ssd_nvme,2000_gb,268383.0
gigabyte,z690,intel,intel_core_i9-13900k,corsair,32_gb,ddr4,3200_mhz,nvidia,rtx_4070,be_quiet!,aio_360mm,nzxt,mini-itx,evga,1000_wattage,ssd_nvme,1000_gb,260668.0
evga,b550,amd,amd_ryzen_5_7600x,corsair,16_gb,ddr4,2666_mhz,nvidia,rtx_4070,corsair,aio_120mm,corsair,full_tower,evga,750_wattage,ssd_nvme,2000_gb,207965.0
intel,h670,intel,intel_core_i5-13600k,crucial,16_gb,ddr5,3200_mhz,nvidia,rtx_4070,corsair,air,corsair,mini-itx,corsair_(budget),850_wattage,ssd_nvme,256_gb,189507.0
msi,x570,amd,amd_ryzen_7_7700x,teamgroup,16_gb,ddr4,4000_mhz,amd,radeon_rx_7800_xt,deepcool,aio_120mm,generic,full_tower,antec,850_wattage,ssd_nvme,2000_gb,232719.0
gigabyte,x570,amd,amd_ryzen_5_5600x,kingston,32_gb,ddr4,2400_mhz,nvidia,rtx_3060,deepcool,air,cooler_master,mini-itx,seasonic,650_wattage,ssd_sata,2000_gb,105129.0
msi,x570,amd,amd_ryzen_7_7700x,g_skill,32_gb,ddr5,5200_mhz,nvidia,rtx_4090,deepcool,aio_240mm,fractal_design,mid_tower,corsair,850_wattage,ssd_nvme,1000_gb,326180.70000000007
asrock,b650,amd,amd_ryzen_5_7600x,g_skill,64_gb,ddr4,2666_mhz,nvidia,gtx_1650,be_quiet!,aio_240mm,nzxt,full_tower,cooler_master,450_wattage,ssd_nvme,512_gb,100387.0
msi,x670,amd,amd_ryzen_7_7700x,teamgroup,16_gb,ddr4,2400_mhz,nvidia,rtx_3060,cooler_master,aio_240mm,corsair,mid_tower,cooler_master,650_wattage,ssd_nvme,1000_gb,145802.0
asrock,h610,intel,intel_core_i5-13600k,corsair,64_gb,ddr4,4000_mhz,nvidia,rtx_4080,deepcool,stock,fractal_design,full_tower,corsair_(budget),1000_wattage,ssd_nvme,256_gb,192449.0
gigabyte,x670,amd,amd_ryzen_5_5600x,adata,8_gb,ddr4,3600_mhz,nvidia,rtx_3060,be_quiet!,aio_240mm,nzxt,full_tower,seasonic,650_wattage,ssd_sata,512_gb,107144.0
evga,b550,amd,amd_ryzen_5_5600x,corsair,8_gb,ddr4,3600_mhz,nvidia,rtx_4090,deepcool,aio_240mm,corsair,mid_tower,corsair,1200_wattage,ssd_nvme,256_gb,322960.0
intel,x570,amd,amd_ryzen_7_7700x,patriot,8_gb,ddr4,3000_mhz,nvidia,rtx_4070,be_quiet!,aio_120mm,generic,microatx,cooler_master,1000_wattage,ssd_sata,512_gb,211677.0
asrock,b550,amd,amd_ryzen_5_5600x,patriot,8_gb,ddr4,3600_mhz,nvidia,rtx_4090,be_quiet!,aio_240mm,generic,microatx,corsair_(budget),850_wattage,hdd,2000_gb,295435.0
evga,h670,intel,intel_core_i7-13700k,corsair,8_gb,ddr4,2400_mhz,nvidia,rtx_3060,corsair,aio_240mm,antec,microatx,corsair_(budget),750_wattage,ssd_nvme,512_gb,123758.0
asrock,h610,intel,intel_core_i5-13600k,teamgroup,16_gb,ddr4,2400_mhz,nvidia,gtx_1650,stock_cooler,air,fractal_design,full_tower,corsair_(budget),450_wattage,ssd_sata,2000_gb,74420.0
biostar,z790,intel,intel_pentium_gold_g7400,corsair,8_gb,ddr4,3600_mhz,amd,radeon_rx_7600,corsair,aio_360mm,fractal_design,microatx,evga,650_wattage,ssd_nvme,1000_gb,93167.0
evga,b550,amd,amd_ryzen_5_5600x,g_skill,16_gb,ddr4,3000_mhz,amd,radeon_rx_7900_xtx,corsair,aio_360mm,generic,mid_tower,antec,850_wattage,ssd_sata,512_gb,326180.70000000007
gigabyte,b550,amd,amd_ryzen_5_7600x,patriot,16_gb,ddr5,5600_mhz,nvidia,gtx_1650,cooler_master,air,fractal_design,full_tower,seasonic,650_wattage,ssd_nvme,256_gb,80820.0
gigabyte,a520,amd,amd_ryzen_7_7700x,g_skill,32_gb,ddr5,5200_mhz,nvidia,gtx_1650,corsair,air,thermaltake,mid_tower,corsair_(budget),450_wattage,hdd,2000_gb,113546.0
biostar,x570,amd,amd_athlon_3000g,g_skill,8_gb,ddr5,5600_mhz,nvidia,rtx_4070,cooler_master,aio_120mm,antec,microatx,cooler_master,850_wattage,ssd_nvme,1000_gb,161899.0
asrock,h610,intel,intel_core_i7-13700k,corsair,8_gb,ddr5,5200_mhz,nvidia,gtx_1650,cooler_master,stock,cooler_master,microatx,seasonic,550_wattage,ssd_nvme,512_gb,79325.0
evga,b550,amd,amd_ryzen_7_7700x,kingston,8_gb,ddr5,3600_mhz,nvidia,rtx_4070,noctua,air,generic,mid_tower,seasonic,850_wattage,ssd_sata,512_gb,207398.0
msi,x570,amd,amd_athlon_3000g,patriot,8_gb,ddr5,5200_mhz,nvidia,rtx_4080,be_quiet!,aio_120mm,thermaltake,microatx,corsair_(budget),1000_wattage,ssd_nvme,2000_gb,179835.0
asus,x570,amd,amd_ryzen_9_7950x,corsair,16_gb,ddr4,3000_mhz,nvidia,rtx_4070,noctua,aio_360mm,thermaltake,mini-itx,corsair,750_wattage,ssd_nvme,256_gb,241704.0
biostar,h610,intel,intel_pentium_gold_g7400,kingston,128_gb,ddr5,4800_mhz,nvidia,rtx_4080,deepcool,air,generic,microatx,corsair_(budget),750_wattage,ssd_nvme,2000_gb,254305.0
asrock,z790,intel,intel_pentium_gold_g7400,g_skill,16_gb,ddr5,4800_mhz,nvidia,rtx_4090,corsair,air,thermaltake,mini-itx,corsair_(budget),850_wattage,ssd_nvme,1000_gb,326180.70000000007
asus,z690,intel,intel_pentium_gold_g7400,teamgroup,16_gb,ddr5,5600_mhz,nvidia,rtx_4080,cooler_master,aio_240mm,thermaltake,microatx,cooler_master,850_wattage,ssd_sata,2000_gb,198450.0
asrock,h670,intel,intel_core_i3-13100,crucial,64_gb,ddr5,4800_mhz,amd,radeon_rx_7600,noctua,aio_360mm,fractal_design,full_tower,corsair_(budget),650_wattage,ssd_nvme,1000_gb,149221.0
evga,b650,amd,amd_ryzen_7_7700x,patriot,128_gb,ddr5,3200_mhz,amd,radeon_rx_7900_xtx,noctua,air,thermaltake,microatx,evga,1200_wattage,ssd_nvme,1000_gb,326180.70000000007
asrock,h610,intel,intel_core_i3-13100,adata,8_gb,ddr5,5200_mhz,amd,radeon_rx_7600,cooler_master,aio_240mm,nzxt,mid_tower,antec,750_wattage,ssd_sata,512_gb,85425.0
gigabyte,h670,intel,intel_core_i3-13100,corsair,32_gb,ddr4,4000_mhz,amd,radeon_rx_6500_xt,cooler_master,aio_360mm,fractal_design,mid_tower,antec,550_wattage,ssd_sata,512_gb,69678.0
msi,a520,amd,amd_athlon_3000g,patriot,16_gb,ddr5,3200_mhz,nvidia,rtx_3060,noctua,aio_360mm,antec,microatx,seasonic,750_wattage,ssd_nvme,1000_gb,85208.0
biostar,a520,amd,amd_ryzen_9_7950x,crucial,8_gb,ddr5,5600_mhz,nvidia,rtx_3060,be_quiet!,aio_360mm,thermaltake,full_tower,corsair,650_wattage,ssd_nvme,1000_gb,159556.0
asrock,x570,amd,amd_ryzen_9_7950x,crucial,16_gb,ddr5,3600_mhz,amd,radeon_rx_6500_xt,noctua,stock,cooler_master,mid_tower,seasonic,650_wattage,ssd_sata,1000_gb,127206.0
asrock,b660,intel,intel_pentium_gold_g7400,adata,8_gb,ddr5,5200_mhz,amd,radeon_rx_7600,stock_cooler,aio_360mm,nzxt,microatx,seasonic,850_wattage,ssd_nvme,256_gb,96955.0
asrock,x670,amd,amd_ryzen_9_7950x,kingston,16_gb,ddr5,5200_mhz,nvidia,rtx_4070,corsair,air,antec,microatx,seasonic,850_wattage,ssd_nvme,256_gb,234832.0
asrock,h670,intel,intel_core_i5-13600k,patriot,32_gb,ddr5,5600_mhz,nvidia,gtx_1650,be_quiet!,aio_120mm,antec,mini-itx,cooler_master,450_wattage,hdd,2000_gb,90058.0
asrock,h610,intel,intel_pentium_gold_g7400,adata,16_gb,ddr5,3200_mhz,nvidia,rtx_4090,cooler_master,air,fractal_design,mid_tower,antec,1000_wattage,ssd_nvme,256_gb,326180.70000000007
asrock,b550,amd,amd_ryzen_5_7600x,adata,16_gb,ddr5,3200_mhz,nvidia,rtx_4090,deepcool,aio_240mm,generic,full_tower,cooler_master,1000_wattage,ssd_sata,1000_gb,326180.70000000007
asrock,b660,intel,intel_pentium_gold_g7400,teamgroup,16_gb,ddr4,3200_mhz,nvidia,gtx_1650,noctua,air,thermaltake,microatx,seasonic,650_wattage,ssd_nvme,512_gb,46920.0
intel,h670,intel,intel_core_i5-13600k,patriot,8_gb,ddr5,3200_mhz,nvidia,rtx_4080,noctua,aio_120mm,cooler_master,microatx,corsair,850_wattage,ssd_sata,1000_gb,192791.0
asus,a520,amd,amd_athlon_3000g,patriot,16_gb,ddr4,3200_mhz,nvidia,rtx_4070,cooler_master,air,antec,full_tower,antec,750_wattage,ssd_nvme,256_gb,165653.0
intel,h610,intel,intel_core_i9-13900k,kingston,8_gb,ddr4,2400_mhz,nvidia,rtx_3060,noctua,aio_120mm,fractal_design,mini-itx,cooler_master,750_wattage,ssd_nvme,512_gb,137567.0
asrock,x670,amd,amd_ryzen_5_7600x,crucial,32_gb,ddr5,4800_mhz,amd,radeon_rx_7600,corsair,aio_240mm,antec,mid_tower,cooler_master,850_wattage,ssd_sata,512_gb,141455.0
intel,a520,amd,amd_ryzen_5_7600x,teamgroup,8_gb,ddr4,2666_mhz,nvidia,rtx_4080,cooler_master,air,cooler_master,microatx,evga,1000_wattage,ssd_nvme,2000_gb,184697.0
msi,z690,intel,intel_core_i5-13600k,kingston,16_gb,ddr4,3600_mhz,amd,radeon_rx_7900_xtx,be_quiet!,aio_240mm,generic,mini-itx,antec,850_wattage,ssd_nvme,1000_gb,322941.0
asrock,z690,intel,intel_core_i7-13700k,g_skill,16_gb,ddr4,3000_mhz,nvidia,gtx_1650,be_quiet!,aio_360mm,generic,mini-itx,antec,550_wattage,ssd_nvme,1000_gb,111202.0
asus,a520,amd,amd_ryzen_7_7700x,adata,8_gb,ddr5,4800_mhz,nvidia,gtx_1650,noctua,air,nzxt,mid_tower,evga,550_wattage,ssd_nvme,2000_gb,93966.0
asrock,h670,intel,intel_core_i3-13100,corsair,16_gb,ddr4,3200_mhz,nvidia,gtx_1650,stock_cooler,aio_240mm,cooler_master,microatx,corsair,550_wattage,ssd_nvme,1000_gb,59777.0
evga,b550,amd,amd_ryzen_5_7600x,corsair,32_gb,ddr5,5600_mhz,nvidia,rtx_4070,noctua,aio_240mm,thermaltake,mini-itx,corsair_(budget),850_wattage,ssd_sata,512_gb,215072.0
intel,z790,intel,intel_core_i3-13100,patriot,16_gb,ddr4,2666_mhz,amd,radeon_rx_6500_xt,noctua,air,cooler_master,microatx,cooler_master,550_wattage,ssd_nvme,2000_gb,70577.0
msi,h670,intel,intel_pentium_gold_g7400,kingston,8_gb,ddr4,3200_mhz,nvidia,rtx_4070,deepcool,air,corsair,mini-itx,corsair,1000_wattage,ssd_nvme,2000_gb,165015.0
biostar,a520,amd,amd_ryzen_5_7600x,crucial,16_gb,ddr4,3600_mhz,nvidia,gtx_1650,be_quiet!,air,antec,microatx,corsair,550_wattage,ssd_sata,2000_gb,69616.0
msi,b660,intel,intel_core_i9-13900k,crucial,8_gb,ddr5,3600_mhz,amd,radeon_rx_7900_xtx,cooler_master,aio_120mm,nzxt,mid_tower,cooler_master,850_wattage,ssd_nvme,2000_gb,326180.70000000007
gigabyte,h670,intel,intel_core_i3-13100,corsair,16_gb,ddr5,4800_mhz,amd,radeon_rx_6500_xt,be_quiet!,air,thermaltake,mid_tower,corsair_(budget),650_wattage,ssd_nvme,2000_gb,68285.0
biostar,b660,intel,intel_core_i3-13100,teamgroup,16_gb,ddr4,4000_mhz,amd,radeon_rx_6500_xt,deepcool,aio_240mm,generic,microatx,seasonic,550_wattage,ssd_nvme,1000_gb,56766.0
intel,b650,amd,amd_athlon_3000g,corsair,16_gb,ddr4,2400_mhz,nvidia,rtx_4080,deepcool,aio_240mm,fractal_design,microatx,seasonic,850_wattage,ssd_nvme,1000_gb,170818.0
evga,h610,intel,intel_core_i5-13600k,kingston,16_gb,ddr4,3200_mhz,nvidia,rtx_4070,noctua,air,cooler_master,mid_tower,corsair,850_wattage,hdd,1000_gb,198911.0
asrock,x570,amd,amd_ryzen_5_7600x,patriot,8_gb,ddr4,4000_mhz,amd,radeon_rx_7800_xt,cooler_master,air,antec,mid_tower,cooler_master,1000_wattage,ssd_nvme,256_gb,191834.0
msi,z690,intel,intel_core_i9-13900k,teamgroup,16_gb,ddr5,5200_mhz,amd,radeon_rx_6500_xt,stock_cooler,aio_240mm,fractal_design,microatx,evga,550_wattage,ssd_nvme,512_gb,125379.0
evga,b550,amd,amd_ryzen_9_7950x,corsair,16_gb,ddr5,3600_mhz,amd,radeon_rx_7900_xtx,deepcool,aio_360mm,cooler_master,mid_tower,evga,1000_wattage,hdd,1000_gb,326180.70000000007
intel,x570,amd,amd_ryzen_5_7600x,corsair,8_gb,ddr5,4800_mhz,nvidia,rtx_4070,corsair,aio_240mm,corsair,full_tower,corsair_(budget),1000_wattage,ssd_nvme,512_gb,217222.0
intel,h610,intel,intel_core_i5-13600k,kingston,16_gb,ddr4,3600_mhz,amd,radeon_rx_7600,deepcool,stock,thermaltake,mini-itx,evga,650_wattage,hdd,1000_gb,101674.0
evga,b650,amd,amd_ryzen_5_5600x,kingston,16_gb,ddr4,2666_mhz,amd,radeon_rx_7800_xt,noctua,air,antec,microatx,evga,1000_wattage,ssd_nvme,2000_gb,178743.0
evga,x570,amd,amd_ryzen_7_7700x,teamgroup,16_gb,ddr5,3600_mhz,nvidia,rtx_4090,deepcool,aio_240mm,cooler_master,mini-itx,seasonic,850_wattage,ssd_nvme,2000_gb,326180.70000000007
intel,z690,intel,intel_core_i9-13900k,corsair,8_gb,ddr5,4800_mhz,nvidia,rtx_4090,corsair,aio_360mm,generic,microatx,antec,1200_wattage,hdd,1000_gb,326180.70000000007
gigabyte,x670,amd,amd_ryzen_5_7600x,kingston,8_gb,ddr4,3000_mhz,nvidia,rtx_4070,be_quiet!,aio_120mm,fractal_design,mini-itx,corsair_(budget),850_wattage,ssd_nvme,512_gb,203119.0
evga,h610,intel,intel_core_i3-13100,patriot,8_gb,ddr4,2400_mhz,nvidia,rtx_4090,cooler_master,aio_240mm,generic,mid_tower,seasonic,1000_wattage,ssd_nvme,256_gb,288054.0
asus,z790,intel,intel_core_i9-13900k,crucial,16_gb,ddr5,5200_mhz,nvidia,rtx_3060,deepcool,air,generic,mini-itx,seasonic,850_wattage,ssd_nvme,2000_gb,168100.0
evga,h670,intel,intel_pentium_gold_g7400,teamgroup,8_gb,ddr5,3600_mhz,nvidia,rtx_4080,cooler_master,air,antec,mini-itx,seasonic,850_wattage,ssd_nvme,2000_gb,160192.0
evga,z790,intel,intel_core_i7-13700k,g_skill,16_gb,ddr5,3600_mhz,nvidia,gtx_1650,noctua,aio_240mm,antec,microatx,cooler_master,650_wattage,ssd_sata,1000_gb,111704.0
asus,h670,intel,intel_core_i3-13100,patriot,16_gb,ddr5,4800_mhz,nvidia,rtx_3060,cooler_master,air,cooler_master,mid_tower,cooler_master,750_wattage,hdd,2000_gb,91819.0
evga,b550,amd,amd_ryzen_7_7700x,crucial,8_gb,ddr4,3600_mhz,nvidia,rtx_4090,cooler_master,air,nzxt,mini-itx,corsair,850_wattage,ssd_sata,2000_gb,326180.70000000007
biostar,b650,amd,amd_ryzen_9_7950x,kingston,16_gb,ddr5,5600_mhz,amd,radeon_rx_7600,be_quiet!,air,corsair,mid_tower,antec,650_wattage,ssd_sata,256_gb,154776.0
asus,x670,amd,amd_athlon_3000g,corsair,16_gb,ddr4,2666_mhz,nvidia,gtx_1650,noctua,aio_240mm,fractal_design,mid_tower,corsair_(budget),650_wattage,ssd_nvme,1000_gb,74382.0
biostar,b550,amd,amd_ryzen_9_7950x,patriot,16_gb,ddr4,3200_mhz,nvidia,gtx_1650,deepcool,aio_240mm,cooler_master,mini-itx,evga,650_wattage,ssd_nvme,256_gb,118313.0
msi,a520,amd,amd_ryzen_5_7600x,g_skill,16_gb,ddr5,4800_mhz,amd,radeon_rx_7800_xt,corsair,air,cooler_master,mini-itx,antec,850_wattage,ssd_nvme,512_gb,199115.0
evga,b650,amd,amd_ryzen_5_5600x,patriot,16_gb,ddr4,3200_mhz,nvidia,rtx_3060,noctua,air,cooler_master,mini-itx,corsair,650_wattage,ssd_nvme,2000_gb,103609.0
msi,h670,intel,intel_core_i7-13700k,adata,8_gb,ddr5,5200_mhz,nvidia,gtx_1650,deepcool,aio_120mm,nzxt,full_tower,evga,550_wattage,ssd_nvme,512_gb,95375.0
evga,b650,amd,amd_athlon_3000g,g_skill,8_gb,ddr4,3200_mhz,nvidia,gtx_1650,be_quiet!,aio_240mm,antec,microatx,corsair_(budget),450_wattage,hdd,2000_gb,55530.0
intel,z690,intel,intel_core_i9-13900k,adata,8_gb,ddr5,5600_mhz,nvidia,gtx_1650,deepcool,aio_240mm,corsair,mid_tower,cooler_master,450_wattage,ssd_nvme,512_gb,121909.0
gigabyte,h670,intel,intel_pentium_gold_g7400,adata,16_gb,ddr4,3200_mhz,nvidia,gtx_1650,cooler_master,aio_360mm,nzxt,microatx,corsair,450_wattage,ssd_sata,512_gb,54971.0
asus,x570,amd,amd_ryzen_5_7600x,adata,16_gb,ddr5,5600_mhz,nvidia,rtx_4080,deepcool,air,generic,mid_tower,corsair,750_wattage,ssd_nvme,256_gb,203822.0
intel,b650,amd,amd_ryzen_5_5600x,adata,16_gb,ddr5,4800_mhz,nvidia,gtx_1650,corsair,aio_240mm,antec,full_tower,evga,550_wattage,ssd_nvme,512_gb,73220.0
asrock,x570,amd,amd_ryzen_9_7950x,kingston,16_gb,ddr4,4000_mhz,nvidia,gtx_1650,stock_cooler,aio_240mm,antec,full_tower,antec,450_wattage,ssd_nvme,1000_gb,132077.0
asrock,b550,amd,amd_ryzen_5_5600x,crucial,8_gb,ddr4,4000_mhz,nvidia,rtx_4090,cooler_master,stock,corsair,mid_tower,cooler_master,1200_wattage,ssd_nvme,256_gb,307725.0
msi,b660,intel,intel_core_i9-13900k,adata,16_gb,ddr5,5600_mhz,nvidia,rtx_3060,stock_cooler,air,cooler_master,microatx,corsair,750_wattage,ssd_nvme,2000_gb,159310.0
msi,h670,intel,intel_core_i3-13100,patriot,16_gb,ddr4,4000_mhz,nvidia,rtx_4070,cooler_master,aio_360mm,fractal_design,microatx,antec,1000_wattage,hdd,2000_gb,177040.0
gigabyte,x670,amd,amd_ryzen_7_7700x,corsair,16_gb,ddr5,4800_mhz,nvidia,rtx_3060,deepcool,aio_120mm,fractal_design,mini-itx,cooler_master,750_wattage,hdd,1000_gb,144400.0
intel,h610,intel,intel_pentium_gold_g7400,kingston,32_gb,ddr5,4800_mhz,nvidia,rtx_4090,corsair,air,nzxt,full_tower,corsair,1000_wattage,hdd,2000_gb,326180.70000000007
